document_id,clean_text,label
605923d1716ce7d8aa63fac435505d9a62f68416,abstract objective evaluate quality evidence potential bias validity available study dietary sugar consumption health outcome design umbrella review exist meta analysis data source pubmed embase web science cochrane database systematic review hand search reference list inclusion criterion systematic review meta analysis randomise control trial cohort study case control study cross sectional study evaluate effect dietary sugar consumption health outcome human free acute chronic disease result search identify meta analysis health outcome unique article include unique outcome meta analysis observational study nine unique outcome meta analysis randomise control trial significant harmful association dietary sugar consumption endocrine metabolic outcome cardiovascular outcome seven cancer outcome outcome neuropsychiatric dental hepatic osteal allergic detect moderate quality evidence suggest highest versus lowest dietary sugar consumption associate increase body weight sugar sweeten beverage class iv evidence ectopic fatty accumulation add sugar class iv evidence low quality evidence indicate serve week increment sugar sweeten beverage consumption associate higher risk gout class iii evidence ml day increment sugar sweeten beverage consumption associate higher risk coronary heart disease class ii evidence cause mortality class iii evidence respectively addition low quality evidence suggest every g day increment fructose consumption associate higher risk pancreatic cancer class iii evidence conclusion high dietary sugar consumption generally harmful beneficial health especially cardiometabolic disease reduce consumption free sugar add sugar g day approximately teaspoon day limit consumption sugar sweeten beverage less one serve week approximately ml week recommend reduce adverse effect sugar health systematic review registration prospero crd,survey_review
7a26e16aadb82cc1b54cf8f250ba8075f58fe1dd,background lack interoperability health information system reduce quality care provide patient waste resource accordingly urgent need develop integration mechanism among various health information system aim review investigate interoperability requirement heterogeneous health information system summarize present method accordance prisma guideline broad electronic search literature conduct topic six database include pubmed web science scopus medline cochrane library embase july inclusion criterion select english write article available full text closest objective article select analysis result interoperability raise field health information system one topic interest researcher project do field mostly national scope achieve electronic health record hl fhir cda hipaa snomed ct soa rim xml api java sql among important requirement implement interoperability order guarantee concept data exchange semantic interaction best choice system recognize process semantically similar information homogeneously conclusion health industry become complex new need interoperability meet need communicate output input processor system make easier access data require format,survey_review
2e8aeb7725546ad99a70e3580290371709f28ac9,one difficulty artificial intelligence ensure model decision fair free bias research datasets metric technique tool apply detect mitigate algorithmic unfairness bias study examine current knowledge bias unfairness machine learn model systematic review follow prisma guideline register osf plataform search carry early scopus ieee xplore web science google scholar knowledge base find article publish choose base search string optimization inclusion exclusion criterion discover majority retrieve work focus bias unfairness identification mitigation technique offer tool statistical approach important metric datasets typically use bias experiment term primary form bias data algorithm user interaction address connection preprocessing process postprocessing mitigation method use equalize odds opportunity equality demographic parity primary fairness metric emphasize crucial role sensitive attribute mitigate bias datasets choose span wide range area include criminal justice image enhancement finance education product price health majority include sensitive attribute term tool aequitas often reference yet many tool employ empirical experiment limitation current research lack multiclass multimetric study find work constrain investigation binary focus method furthermore result indicate different fairness metric present uniform result give use case research vary model architecture necessary standardize one appropriate give context also observe research address transparency algorithm capacity explain decision take,survey_review
57e84e3090ccfc2cbaab530c1d21193c70082ccd,artificial intelligence ai technology use many dimension life include education motivate increase use ai technology current state art study examine research ai perspective online distance education follow systematic review protocol use data mine analytics approach study examine total publication accordingly time trend analysis increase steadily peak recent year china india unite state lead country research ai online learn distance education computer science engineer research area make contribution follow social science sne analysis reveal three dominant cluster show thematic tendency follow ai technology use online teach learn process algorithm use recognition identification prediction student behavior adaptive personalize learn empower artificial intelligence technology additionally text mine social network analysis identify three broad research theme educational data mine learn analytics artificial intelligence adaptive personalize learn algorithmic online educational space ethic human agency online learn detection identification recognition prediction,survey_review
3fc5914ace58b45d5b2216a0b68a7cfea689c5d8,abstract objective investigate association gestational diabetes mellitus adverse outcome pregnancy adjustment least minimal confound factor design systematic review meta analysis data source web science pubmed medline cochrane database systematic review january november review method cohort study control arm trial report complication pregnancy woman gestational diabetes mellitus eligible inclusion base use insulin study divide three subgroup insulin use patient never use insulin course disease insulin use different proportion patient treat insulin insulin use report subgroup analysis perform base status country develop develop quality study diagnostic criterion screen method meta regression model apply base proportion patient receive insulin result study pregnancy include show low medium risk bias study insulin use adjust confounders woman gestational diabetes mellitus increase odds caesarean section odds ratio confidence interval preterm delivery low one minute apgar score macrosomia infant bear large gestational age study insulin use adjust confounders odds infant large gestational age odds ratio respiratory distress syndrome neonatal jaundice require admission neonatal intensive care unit higher woman gestational diabetes mellitus without diabetes clear evidence find difference odds instrumental delivery shoulder dystocia postpartum haemorrhage stillbirth neonatal death low five minute apgar score low birth weight small gestational age woman without gestational diabetes mellitus adjust confounders country status adjustment body mass index screen method significantly contribute heterogeneity study several adverse outcome pregnancy conclusion adjust confounders gestational diabetes mellitus significantly associate pregnancy complication find contribute comprehensive understand adverse outcome pregnancy relate gestational diabetes mellitus future primary study routinely consider adjust complete set prognostic factor review registration prospero crd,survey_review
56e207c6ac14acf41a1294ee2f1442689210eb05,background transfer learn tl convolutional neural network aim improve performance new task leverage knowledge similar task learn advance make major contribution medical image analysis overcome data scarcity problem well save time hardware resource however transfer learn arbitrarily configure majority study review paper attempt provide guidance select model tl approach medical image classification task method peer review article retrieve two database pubmed web science publish english december article assess two independent reviewer aid third reviewer case discrepancy follow prisma guideline paper selection study regard eligible scope review investigate article focus select backbone model tl approach include feature extractor feature extractor hybrid fine tune fine tune scratch result majority study n empirically evaluate multiple model follow deep model n shallow n model inception one deep model employ literature n respect tl majority study n empirically benchmarked multiple approach identify optimal configuration rest study apply single approach feature extractor n fine tune scratch n two favor approach study apply feature extractor hybrid n fine tune n pretrained model conclusion investigate study demonstrate efficacy transfer learn despite data scarcity encourage data scientist practitioner use deep model e g resnet inception feature extractor save computational cost time without degrade predictive power,survey_review
79d98ae4abec4b13a0447706e44e8d709fe7953c,artificial intelligence assist provider variety patient care intelligent health system artificial intelligence technique range machine learn deep learn prevalent healthcare disease diagnosis drug discovery patient risk identification numerous medical data source require perfectly diagnose disease use artificial intelligence technique ultrasound magnetic resonance image mammography genomics compute tomography scan etc furthermore artificial intelligence primarily enhance infirmary experience speed prepare patient continue rehabilitation home article cover comprehensive survey base artificial intelligence technique diagnose numerous disease alzheimer cancer diabetes chronic heart disease tuberculosis stroke cerebrovascular hypertension skin liver disease conduct extensive survey include use medical image dataset feature extraction classification process prediction prefer report item systematic review meta analysis guideline use select article publish october web science scopus google scholar pubmed excerpta medical database psychology information early prediction distinct kind disease use artificial intelligence base technique base study different article disease diagnosis result also compare use various quality parameter prediction rate accuracy sensitivity specificity area curve precision recall f score,survey_review
ddbe4b4d9787f58b2888c01355434a2357c02546,objective identify risk factor neonatal sepsis sub saharan africa design systematic review meta analysis data source pubmed embase web science african index medicus clinicaltrials gov search observational study january august set sub saharan africa level healthcare facility participant neonate day age risk develop either clinical laboratory dependent diagnosis sepsis outcome measure identification risk factor neonatal sepsis result total study patient secondary tertiary level care facility country include six study rat good quality fair poor four study omit meta analysis due insufficient data significant risk factor resuscitation ci low birth weight kg ci kg ci low apgar score first minute ci fifth minute ci prematurity week ci cry birth ci male sex ci prolong labour ci premature rupture membrane ci multiple digital vaginal examination ci meconium stain amniotic fluid ci intrapartum maternal fever ci foul smell vaginal discharge ci low socioeconomic status ci find considerable heterogeneity meta analysis identify risk factor conclusion multiple risk factor neonatal sepsis sub saharan africa identify reveal risk factor list guideline include study overall high risk bias high heterogeneity thus additional research high quality need prospero registration number crd,survey_review
e4636dc75525cf784e7f8a4fe098d7116f81a1a9,covid pandemic measure aim mitigation physical distance discuss risk factor loneliness increase risk premature mortality mental physical health condition ascertain whether loneliness increase since start pandemic study aim narratively statistically synthesize relevant high quality primary study systematic review meta analysis register prospero id crd search database pubmed psycinfo cochrane library central register control trial embase cinahl web science world health organization covid database supplement google scholar citation search cutoff date systematic search december summary data prospective research include loneliness assessment pandemic extract retrieve record study longitudinal pseudolongitudinal report design participant include risk bias rob estimate use risk bias non randomise study intervention robin tool standardize mean difference smd hedge g continuous loneliness value logor loneliness prevalence rate calculate pool effect size estimator random effect meta analysis pool study longitudinal design overall n loneliness score study smd confidence interval z p prevalence rate study logor z p increase relative prepandemic time small effect size result robust respect study overall rob pseudolongitudinal design time prepandemic assessment clinical population heterogeneity effect indicate need investigate risk protective factor pandemic progress inform target intervention psycinfo database record c apa right reserve,survey_review
704508dc887d6a124470ea40b5a9c97fb9280f69,increase knowledge covid pandemic impact mental health child young people however global evidence mental health change compare covid pandemic focus child young people systematically review systematic review examine longitudinal repeat cross sectional study compare covid pandemic data determine whether mental health child young people change covid pandemic web science pubmed embase psycinfo database search identify peer review study publish english focus child young people year age identify study country cover subject year age pre pandemic pandemic data compare study report longitudinal deterioration mental health adolescent young people increase depression anxiety psychological distress pandemic start find include deteriorate negative affect mental well increase loneliness compare data pandemic pre pandemic period show covid pandemic may negatively impact mental health child young people urgent need high quality research address impact risk protective factor pandemic mental health provide good foundation deal future health emergency crisis,survey_review
374ba14af63b4d9b03888c9f751056f457154f5c,summary background although covid vaccination decrease risk severe illness unclear whether vaccine administration may impact prevalence long covid aim systematic review investigate association covid vaccination long covid symptomatology method medline cinahl pubmed embase web science database well medrxiv biorxiv preprint server search june peer review study preprints monitor multiple symptom appear acute sars cov infection either covid vaccination collect personal telephone electronic interview include methodological quality study assess use newcastle ottawa scale find study identify peer review study six preprints include methodological quality n study high six study n individual investigate impact vaccine acute sars cov infection vaccine infection long covid design overall vaccination associate reduce risk odds long covid preliminary evidence suggest two do effective one dose eleven study n covid survivor investigate change long covid symptom vaccination infection long covid vaccine design seven article show improvement long covid symptom least one dose post vaccination four study report change worsen long covid symptom vaccination interpretation low level evidence grade iii case control cohort study suggest vaccination sars cov infection could reduce risk subsequent long covid impact vaccination people exist long covid symptom still controversial data show change symptom others assumption limit vaccine use study fund long covid exp cm study support grant comunidad de madrid,survey_review
78ab4932a211d9bef610a2d3199bdf3d49e36c63,background autism spectrum disorder asd one serious developmental disorder usually diagnose age three year although severity disease symptom vary patient patient ability communicate others affect form asd study aim determine prevalence asd high risk group continent method present study conduct systematic review meta analysis july database science direct pubmed scopus sid magiran web science wos google scholar july search find relate study data analyse use comprehensive meta analysis software version result total study participant include study prevalence asd world confidence interval subgroup analysis indicate prevalence asd asia america europe africa australia ci ci ci ci ci respectively conclusion asd impose heavy health burden community around world early detection asd reduce incidence developmental disorder improve patient communication skill therefore health policymakers need aware prevalence increase trend asd implement appropriate plan intervention reduce consequence,survey_review
783f918cfe7107167a4d842ebaa9c8a9e20673bb,opportunity ml ai healthcare promise growth complex data drive prediction model require careful quality applicability assessment apply disseminate daily practice scoping review aim identify actionable guidance closely involve ai base prediction model aipm development evaluation implementation include software engineer data scientist healthcare professional identify potential gap guidance perform scoping review relevant literature provide guidance quality criterion regard development evaluation implementation aipms use comprehensive multi stage screen strategy pubmed web science acm digital library search ai expert consult topic extract identify literature summarize across six phase core review data preparation aipm development aipm validation software development aipm impact assessment aipm implementation daily healthcare practice unique hit relevant guidance document identify substantial guidance find data preparation aipm development aipm validation phase later phase clearly receive less attention software development impact assessment implementation scientific literature six phase aipm development evaluation implementation cycle provide framework responsible introduction ai base prediction model healthcare additional domain technology specific research may necessary practical experience implement aipms need support guidance,survey_review
abb63692b97654d734d7624666c6204ed7ad5599,association sars cov variant long covid symptom still scarce new data appear fast pace systematic review compare prevalence long covid symptom accord relevant sars cov variant covid survivor medline cinahl pubmed embase web science database well medrxiv biorxiv preprint server search october case control cohort study analyze presence post covid symptom appear acute sars cov infection alpha b delta b omicron b ba variant include methodological quality assess use newcastle ottawa scale study identify peer review study preprint meet inclusion criterion sample include patient infect historical variant infect alpha variant infect delta variant infect omicron variant methodological quality study high prevalence long covid higher individual infect historical variant compare infect alpha delta omicron variant seem prevalence long covid individual infect omicron variant smallest current data heterogeneous long term data stage obviously shorter follow compare earlier variant fatigue prevalent long covid symptom sars cov variant pain likewise prevalent available data suggest infection omicron variant result fewer long covid symptom compare previous variant however small number study lack control cofounder e g reinfections vaccine status study limit generality result appear individual infect historical variant likely develop long covid symptomatology,survey_review
1021bf2ac07967d8d46f1e8578fea06c9c86778e,background increase life expectancy decline mortality birth rate world geriatric population increase fall older people one common serious problem injury fall fatal non fatal physical psychological lead reduction ability perform activity daily live aim study determine prevalence fall older people systematic review meta analysis method systematic review meta analysis data study prevalence fall older people world extract database scopus web science wos pubmed science direct google scholar magiran scientific information database sid without time limit august analyze eligible study stochastic effect model use heterogeneity study index investigate data analysis conduct comprehensive meta analysis software version result review study total sample size prevalence fall older people world ci highest rate prevalence fall older people relate oceania ci america ci result meta regression indicate decrease trend prevalence fall older people world increase sample size increase research year p conclusion problem fall common problem harmful consequence need seriously consider policymakers health care provider make appropriate plan preventive intervention reduce rate fall older people,survey_review
9763f9705b57004e6b6c3ebd917811d6993367a1,background globally health workforce long suffer labour shortage exacerbate workload increase cause covid pandemic major collapse healthcare system across world peak pandemic lead call strategy alleviate increase job attrition problem within healthcare sector turnover may worsen give overwhelm pressure experience health workforce pandemic proactive measure take retain healthcare worker review aim examine factor affect turnover intention among healthcare worker covid pandemic method mix study systematic review conduct pubmed embase scopus cinahl web science psycinfo database search january march joanna briggs institute critical appraisal tool mix method appraisal tool version apply two independent researcher critically appraise methodological quality find synthesise use convergent integrate approach categorise thematically result forty three study include quantitative two qualitative two mix method study include review eighteen conduct middle east ten america nine asia pacific region six europe nurse n include majority study physician n ally health worker n healthcare administrative management staff n include smaller proportion five theme emerge data synthesis fear covid exposure psychological response stress socio demographic characteristic adverse work condition organisational support conclusion wide range factor influence healthcare worker turnover intention time pandemic future research focus specific factor work condition burnout specific vulnerable group include migrant healthcare worker healthcare profession minority aid policymakers adopt strategy support incentivise retain healthcare job,survey_review
ce0eb19745b12fb042fa00aab1a6473a09e6f59b,objective physical activity pa associate decrease incidence dementia much evidence come short follow up prone reverse causation meta analysis investigate effect study length association design systematic review meta analysis pool effect size dose response analysis funnel plot use synthesise result data source cinahl last search october psycinfo scopus pubmed web science october sportdiscus october eligibility criterion study adult prospective follow least year valid cognitive measure cohort mid life baseline estimate association baseline pa follow cause dementia alzheimer disease vascular dementia include n result pa associate decrease risk cause dementia pool relative risk ci n alzheimer disease ci n vascular dementia ci n even longer follow up year cause dementia alzheimer disease neither baseline age follow length study quality significantly moderate association dose response meta analysis reveal significant linear spline quadratic trend within estimate cause dementia incidence significant spline trend alzheimer disease funnel plot show possible publication bias cause dementia alzheimer disease conclusion pa associate lower incidence cause dementia alzheimer disease even longer follow up support pa modifiable protective lifestyle factor even reduce effect reverse causation,survey_review
ec6ffcfea1e0773b77a8d16a5f5f16644ae78e03,background behavioural cognitive pharmacological intervention effective insomnia however inadequate resource medication frequently use worldwide aim estimate comparative effectiveness pharmacological treatment acute long term treatment adult insomnia disorder method systematic review network meta analysis search cochrane central register control trial medline pubmed embase psycinfo international clinical trial registry platform clinicaltrials gov website regulatory agency database inception nov identify publish unpublished randomise control trial include study compare pharmacological treatment placebo monotherapy treatment adult year insomnia disorder assess certainty evidence use confidence network meta analysis cinema framework primary outcome efficacy ie quality sleep measure self rat scale treatment discontinuation reason due side effect specifically safety ie number patient least one adverse event acute long term treatment estimate summary standardise mean difference smds odds ratio or use pairwise network meta analysis random effect study register open science framework http doi org osf io pu qj find include trial intervention participant systematic review double blind randomise control trial intervention participant eligible network meta analysis term acute treatment benzodiazepine doxylamine eszopiclone lemborexant seltorexant zolpidem zopiclone efficacious placebo smd range cinema estimate certainty high moderate benzodiazepine eszopiclone zolpidem zopiclone efficacious melatonin ramelteon zaleplon smd moderate low intermediate act benzodiazepine long act benzodiazepine eszopiclone fewer discontinuation due cause ramelteon ci moderate moderate moderate respectively zopiclone zolpidem cause dropout due adverse event placebo zopiclone ci low zolpidem moderate zopiclone cause dropout eszopiclone ci low daridorexant low suvorexant low number individual side effect study endpoint benzodiazepine eszopiclone zolpidem zopiclone worse placebo doxepin seltorexant zaleplon range high low long term treatment eszopiclone lemborexant effective placebo eszopiclone smd ci low lemborexant low eszopiclone effective ramelteon low zolpidem low compare ramelteon eszopiclone zolpidem lower rate cause discontinuation eszopiclone ci low zolpidem low however zolpidem associate higher number dropout due side effect placebo ci low interpretation overall eszopiclone lemborexant favorable profile eszopiclone might cause substantial adverse event safety data lemborexant inconclusive doxepin seltorexant zaleplon well tolerate data efficacy important outcome scarce allow firm conclusion many license drug include benzodiazepine daridorexant suvorexant trazodone effective acute treatment insomnia associate poor tolerability information long term effect available melatonin ramelteon non license drug show overall material benefit result serve evidence base clinical practice fund uk national institute health research oxford health biomedical research centre,survey_review
6f5b87e38cfb4a47e3ac7988cca5612ccf0a2946,recent year technology advance fourth industrial revolution industry internet thing iots fog compute computer security cyberattacks evolve exponentially large scale rapid development iot device network various form generate enormous amount data turn demand careful authentication security artificial intelligence ai consider one promise method address cybersecurity threat provide security study present systematic literature review slr categorize map survey exist literature ai method use detect cybersecurity attack iot environment scope slr include depth investigation ai trend technique cybersecurity state art solution systematic search perform various electronic database scopus science direct ieee xplore web science acm mdpi identify record study publish select survey carefully assess review explore deep learn dl machine learn ml technique use iot security effectiveness detect attack however several study propose smart intrusion detection system id intelligent architectural framework use ai overcome exist security privacy challenge find support vector machine svm random forest rf among use method due high accuracy detection another reason may efficient memory addition method also provide better performance extreme gradient boost xgboost neural network nn recurrent neural network rnn analysis also provide insight ai roadmap detect threat base attack category finally present recommendation potential future investigation,survey_review
f7e01ddc6f9dbd6c2acff10be1df80e580a69763,summary background vaccine hesitancy continue limit global effort combat covid pandemic emerge research demonstrate role social medium disseminate information potentially influence people attitude towards public health campaign systematic review seek synthesize current evidence regard potential role social medium shape covid vaccination attitude explore potential shape public health intervention address issue vaccine hesitancy method perform systematic review study publish inception march search pubmed web science embase psychnet scopus cinahl medline study report outcome relate coronavirus disease covid vaccine attitude opinion etc gather social medium platform analyze relationship social medium use covid hesitancy acceptance include study report outcome interest analyze data source social medium website newspaper etc exclude newcastle ottawa scale no use assess quality cross sectional study include review study register prospero crd find record identify total article fully meet inclusion criterion overall quality cross sectional study moderate study receive star study receive star study evaluate study study study study star include study categorize four category cross sectional study report association reliance social medium vaccine intention mainly observe negative relationship study perform thematic analysis extract social medium data mainly observe domination vaccine hesitant topic study explore degree polarization specific social medium content relate covid vaccine observe similar degree content positive negative tone post different social medium platform finally study explore fluctuation vaccination attitude opinion gather social medium identify specific event significant cofactor affect shape vaccination intention individual interpretation thorough examination various role social medium play disseminate information public well individual behave social medium context public health event articulate potential social medium platform public health intervention address vaccine hesitancy fund none,survey_review
